"548","881","212","241","411","132","134","1265"
"546","792","217","254","418","130","132","1180"
"545","797","222","252","389","127","122","1168"
"530","739","206","189","363","117","117","1175"
"517","725","206","168","310","100","117","1114"
"511","743","219","168","324","103","121","1000"
"566","595","178","157","327","96","126","1250"
"644","694","176","176","368","105","135","1284"
"682","922","228","201","433","117","143","1244"
"666","921","227","199","441","119","144","1265"
"690","975","266","212","431","115","134","1277"
"636","987","268","219","440","129","139","1142"
"587","970","283","200","405","119","148","1217"
"578","826","266","195","365","115","149","1350"
"556","863","280","189","442","120","148","1367"
"522","869","249","199","423","124","147","1361"
"538","865","265","208","500","131","139","1281"
"525","805","238","237","554","133","130","1215"
"560","843","229","228","541","134","133","1124"
"558","780","220","244","513","136","131","1065"
"606","833","263","260","591","154","148","1208"
"569","842","294","267","534","139","150","1249"
"551","815","289","243","507","142","150","1260"
"548","800","288","257","495","143","144","1342"
"572","836","310","250","470","135","141","1342"
"572","733","258","240","408","125","141","1308"
"581","710","229","223","430","127","136","1311"
"661","707","279","220","428","121","128","1372"
"602","657","290","201","497","128","127","1297"
"709","658","258","186","542","134","155","1394"
"710","720","267","161","558","150","141","1303"
"704","751","243","156","539","151","150","1324"
"629","844","203","149","557","155","159","1194"
"680","811","186","168","514","141","158","1228"
"589","802","181","209","489","138","135","1167"
"543","758","242","240","544","140","136","1131"
"618","746","244","261","668","175","144","1161"
"726","715","239","268","697","209","147","1283"
"770","760","257","262","688","209","160","1333"
"736","790","278","255","683","219","157","1280"
"707","754","253","232","643","213","153","1379"
"645","853","258","201","499","184","130","1297"
"545","858","280","194","455","163","131","1214"
"467","809","261","194","478","168","148","1191"
"481","735","246","179","463","155","162","1245"
"477","752","231","184","452","141","161","1280"
"462","606","233","206","510","155","168","1272"
"509","576","211","241","487","132","164","1278"
"473","593","238","236","466","125","138","1243"
"449","600","231","243","486","123","122","1208"
"469","560","216","237","446","114","121","1066"
"495","652","218","236","417","116","131","1073"
"390","598","202","203","406","118","120","932"
"394","604","208","249","513","155","144","855"
"439","599","208","236","512","178","153","844"
"534","617","222","230","503","179","171","920"
"649","530","225","244","598","197","194","975"
"654","542","232","245","631","202","198","1073"
"645","506","207","205","621","188","187","1105"
"609","563","211","209","600","168","182","1211"
"511","571","214","214","653","178","173","1231"
"357","580","235","211","548","153","142","1155"
"401","569","240","226","554","146","136","1154"
"442","660","237","294","521","133","134","1114"
"470","709","254","290","540","140","147","973"
"477","678","247","287","490","127","157","1049"
"448","704","220","279","484","114","158","1063"
"430","751","211","272","473","112","167","1079"
"422","742","213","195","459","119","162","1203"
"412","743","183","204","510","123","144","1266"
"455","749","168","252","548","123","118","1220"
"486","772","180","240","594","129","125","1183"
"477","723","199","237","564","143","134","1121"
"472","770","198","225","614","140","146","1018"
"484","761","238","221","567","127","144","1019"
"507","822","243","161","533","121","154","964"
"495","768","242","175","533","134","156","1098"
"542","794","267","207","556","130","149","1188"
"537","751","259","232","484","125","137","1180"
"522","675","220","238","504","140","136","1157"
"464","593","213","252","533","143","132","1165"
"462","644","231","252","540","135","113","1057"
"502","665","194","232","559","145","116","1046"
"454","589","190","221","543","147","134","1016"
"454","647","210","252","585","148","135","1053"
"460","657","223","241","590","156","142","990"
"521","668","221","239","581","147","165","1111"
"511","630","211","228","542","127","155","1061"
"568","667","218","219","578","128","158","1120"
"572","669","217","181","563","133","163","1152"
"562","761","202","195","548","138","157","1208"
"477","684","186","185","503","135","133","1141"
"406","761","220","205","514","143","129","1166"
"354","732","238","240","560","154","104","1137"
"397","704","227","261","535","144","98","1106"
"398","581","232","243","515","142","104","1019"
"396","645","220","259","629","158","113","1039"
"367","540","184","307","611","156","121","998"
"338","529","155","292","544","141","119","1023"
"260","589","187","295","521","137","121","1040"
"274","613","195","309","576","138","112","1198"
"285","609","216","294","435","118","118","1139"
"329","733","259","246","453","128","125","1126"
"353","755","265","236","475","138","155","1157"
"434","775","262","200","532","146","152","1107"
"452","763","267","179","533","151","165","982"
"525","744","263","196","537","158","174","1129"
"497","653","220","180","517","143","169","1128"
"546","635","227","190","493","142","146","1171"
"494","554","219","221","479","133","150","1112"
"488","582","222","267","414","128","162","1118"
