"180","102","262","313","97","147","864","419"
"182","100","257","346","98","148","869","428"
"179","102","265","362","96","145","890","395"
"160","114","266","338","98","123","766","354"
"155","124","263","346","92","165","752","319"
"122","120","209","262","84","163","760","314"
"136","122","222","233","77","175","780","342"
"133","125","210","325","81","171","799","337"
"145","104","199","334","78","178","814","373"
"146","97","221","384","76","153","837","377"
"161","96","220","390","77","149","852","367"
"166","103","222","410","71","131","814","322"
"168","99","241","397","68","133","871","328"
"166","98","244","392","67","124","901","310"
"172","110","234","342","68","121","873","342"
"168","113","214","330","65","126","827","371"
"149","130","210","336","69","136","854","403"
"144","142","198","254","65","134","787","385"
"144","157","204","242","62","132","728","369"
"151","167","201","247","64","120","715","380"
"125","185","223","257","95","130","717","358"
"127","174","220","209","110","121","689","324"
"126","167","258","214","112","122","653","332"
"132","157","273","224","115","137","683","350"
"136","152","266","211","112","142","683","281"
"134","135","269","207","91","133","765","280"
"132","130","279","230","77","138","769","269"
"163","134","264","233","81","136","775","286"
"178","141","259","236","79","122","761","316"
"172","128","256","293","87","117","780","328"
"180","130","240","298","85","115","691","342"
"179","128","225","314","87","119","759","370"
"172","119","182","307","86","117","762","374"
"141","105","215","309","84","112","720","332"
"133","97","220","289","78","125","731","332"
"123","103","232","310","77","150","824","328"
"125","106","242","276","74","142","758","291"
"109","107","277","268","73","141","766","263"
"118","118","289","286","87","148","843","263"
"143","118","293","279","95","141","795","249"
"139","124","286","242","94","111","735","246"
"141","127","276","235","90","106","724","265"
"128","128","254","259","92","110","795","281"
"126","129","206","256","87","108","764","277"
"96","152","275","237","79","102","754","285"
"118","145","270","259","82","100","718","263"
"116","142","272","258","82","104","705","241"
"140","167","321","272","107","120","631","240"
"136","165","314","265","100","116","627","242"
"150","152","258","276","102","133","665","293"
"137","146","267","279","105","147","682","292"
"144","164","279","318","109","146","747","328"
"125","139","238","297","83","135","697","333"
"123","138","244","328","95","136","658","343"
"117","143","237","343","92","122","741","345"
"127","167","237","343","83","112","701","356"
"119","145","243","314","75","108","642","319"
"125","145","221","308","77","108","693","302"
"130","160","227","271","69","106","719","302"
"126","154","220","271","74","104","624","271"
"120","122","217","257","78","92","665","254"
"114","124","233","261","86","105","667","264"
"107","121","244","290","85","106","709","299"
"107","94","255","305","79","102","683","319"
"98","106","286","325","79","103","695","305"
"80","112","280","339","78","104","731","327"
"83","119","274","349","72","134","811","329"
"100","114","285","340","65","128","746","311"
"113","163","270","344","75","137","736","272"
"116","163","250","345","77","143","713","266"
"133","170","267","339","90","162","708","243"
"162","180","240","329","96","148","670","225"
"153","181","216","320","98","147","664","208"
"140","137","197","298","93","139","673","226"
"137","127","186","253","96","135","744","260"
"124","118","192","213","84","110","679","251"
"84","97","197","239","77","85","706","293"
"79","96","224","241","84","92","702","283"
"81","118","248","254","83","92","694","278"
"82","126","244","239","75","89","616","244"
"82","124","236","263","76","91","612","272"
"86","127","230","263","78","103","683","290"
"91","144","201","255","68","103","713","298"
"90","141","202","251","73","110","721","297"
"97","137","246","360","72","121","729","310"
"102","142","239","355","73","132","786","308"
"106","160","320","352","74","123","615","252"
"111","155","329","367","72","119","587","271"
"109","156","338","392","72","112","597","260"
"109","162","319","303","78","115","585","239"
"115","158","311","296","85","109","553","268"
"115","141","251","298","87","123","591","277"
"114","130","262","300","89","129","607","255"
"123","135","258","252","86","138","638","273"
"124","118","262","240","78","126","666","261"
"112","118","258","267","76","138","682","232"
"107","144","277","245","97","146","733","228"
"104","181","274","302","113","157","736","261"
"107","175","302","328","119","151","726","257"
"106","175","352","350","132","158","800","312"
"121","197","371","333","138","148","747","323"
"125","182","347","351","132","140","721","342"
"141","161","338","304","120","135","792","361"
"133","148","301","273","110","133","825","349"
"131","155","242","319","98","129","860","331"
"126","151","243","341","87","128","922","315"
"130","147","233","319","77","117","966","298"
"115","137","227","318","78","114","898","239"
"118","143","271","325","84","122","892","253"
"130","151","276","298","84","123","899","266"
"149","141","244","272","89","132","876","265"
"151","165","255","335","84","128","811","265"
"148","163","258","376","93","121","807","281"
