"279","182","629","618","201","82","287","205"
"251","224","719","648","192","77","281","166"
"272","212","670","648","165","72","282","155"
"281","217","684","673","179","74","229","165"
"270","218","712","668","187","75","228","163"
"316","204","677","618","175","78","237","168"
"361","174","622","612","175","77","244","200"
"372","189","670","655","180","73","253","208"
"346","205","709","630","158","75","198","192"
"342","212","685","625","154","75","184","190"
"308","232","706","712","189","72","172","193"
"346","219","724","655","184","83","165","165"
"351","234","737","725","185","85","202","174"
"351","228","724","722","186","74","192","177"
"410","222","724","728","189","72","181","188"
"397","205","753","679","162","78","180","191"
"377","268","853","786","180","76","177","195"
"355","261","823","714","185","74","138","192"
"369","252","790","709","191","82","140","191"
"343","273","818","769","181","84","137","192"
"395","262","774","752","175","75","161","196"
"355","196","591","616","153","66","162","187"
"350","195","552","613","141","72","154","183"
"354","237","572","597","137","68","153","177"
"420","236","609","501","149","69","144","158"
"385","240","645","546","145","67","111","139"
"385","253","629","560","137","73","113","152"
"409","256","743","548","133","70","98","144"
"462","236","751","584","130","74","88","140"
"385","212","696","594","110","68","102","150"
"422","218","776","562","118","70","145","179"
"429","222","782","526","130","65","155","177"
"423","206","697","576","159","64","160","190"
"361","210","708","576","189","54","157","184"
"354","213","671","558","188","59","151","174"
"304","204","580","529","194","62","132","145"
"345","204","682","580","192","64","119","144"
"363","202","648","474","169","62","112","142"
"437","215","728","492","143","79","126","157"
"446","285","910","465","151","78","137","157"
"432","286","875","449","148","74","117","144"
"398","282","813","468","153","83","113","140"
"479","332","864","485","145","88","152","137"
"420","304","776","506","139","77","153","131"
"420","236","600","542","146","77","160","144"
"421","237","642","564","157","82","162","146"
"441","227","655","567","165","77","168","145"
"379","188","672","604","168","72","179","159"
"365","195","734","544","173","75","184","162"
"360","203","708","533","166","77","170","141"
"381","217","777","584","220","99","168","150"
"336","214","741","533","209","97","164","144"
"269","241","786","527","221","95","124","146"
"267","258","723","587","242","98","135","146"
"272","253","747","599","245","96","142","170"
"234","241","657","562","187","73","155","167"
"253","249","703","569","195","71","155","172"
"249","220","605","574","188","83","161","145"
"334","218","657","627","162","82","169","142"
"320","219","630","607","158","79","161","115"
"367","233","688","670","168","83","167","137"
"356","227","661","679","153","81","168","133"
"348","197","608","698","164","93","154","144"
"275","179","545","613","159","103","119","141"
"297","186","579","635","163","105","141","155"
"246","162","549","685","188","107","134","131"
"264","154","540","661","204","106","128","128"
"262","178","646","640","200","93","150","121"
"238","170","653","623","195","76","161","131"
"225","200","683","658","199","78","174","146"
"219","199","620","489","159","64","167","143"
"275","219","741","589","175","84","169","156"
"268","190","645","553","171","78","154","149"
"307","203","659","600","177","78","157","138"
"295","206","622","565","168","81","126","105"
"337","219","669","554","169","83","127","115"
"332","212","567","497","163","68","127","106"
"337","214","560","505","155","67","125","102"
"340","226","620","568","205","108","140","127"
"333","189","600","564","206","108","136","124"
"329","218","551","562","212","107","176","140"
"282","214","532","608","211","107","191","159"
"275","221","651","593","208","109","199","166"
"224","193","543","496","152","69","178","147"
"234","198","631","483","167","66","179","162"
"195","149","653","535","181","69","136","140"
"200","172","656","417","166","62","114","115"
"282","167","666","540","203","71","144","142"
"294","171","704","527","200","67","146","140"
"296","188","705","518","189","66","146","122"
"289","206","743","503","179","63","150","125"
"290","197","785","569","175","67","163","127"
"302","204","758","485","140","58","144","117"
"311","201","773","524","149","64","153","124"
"329","201","741","595","146","63","161","138"
"332","178","721","562","152","71","158","142"
"333","162","679","542","142","70","149","152"
"264","165","679","544","130","62","143","131"
"242","164","667","522","119","54","131","120"
"210","167","657","521","140","61","117","113"
"213","171","630","558","127","50","119","111"
"260","197","711","520","130","50","123","103"
"248","182","636","502","128","48","108","100"
"266","219","717","574","153","54","130","98"
