"54","202","616","270","161","210","345","132"
"52","185","584","252","157","194","409","141"
"56","196","581","233","147","184","386","156"
"54","197","599","222","142","178","399","148"
"56","195","517","269","147","212","434","152"
"56","228","536","321","173","222","394","159"
"59","251","615","330","175","235","337","154"
"57","234","566","324","177","220","354","139"
"60","247","627","340","193","232","360","167"
"63","261","684","318","191","201","334","165"
"59","222","684","264","149","170","327","152"
"56","191","633","276","161","143","354","149"
"56","185","622","303","155","160","354","175"
"53","211","539","264","139","146","379","160"
"51","187","450","377","164","177","384","160"
"53","198","502","398","165","176","386","166"
"51","192","477","391","164","174","353","172"
"50","217","510","379","162","182","343","151"
"60","177","518","450","163","201","440","172"
"54","183","524","378","135","183","450","163"
"53","184","471","353","138","185","452","162"
"54","187","486","353","145","218","495","191"
"54","186","460","415","158","204","485","186"
"47","180","575","346","164","196","371","161"
"53","194","580","324","161","196","396","173"
"50","203","566","325","157","200","418","169"
"55","242","585","324","154","173","381","127"
"59","264","696","261","134","168","383","141"
"71","314","614","244","127","162","376","130"
"70","303","629","221","134","151","329","116"
"71","295","612","221","138","148","321","123"
"73","303","638","270","147","130","292","154"
"71","296","589","312","150","150","293","146"
"64","252","594","320","145","148","337","167"
"62","269","634","367","139","151","311","166"
"61","273","646","364","153","173","313","160"
"56","250","623","372","136","177","315","149"
"57","218","584","357","129","166","357","147"
"53","216","591","392","139","177","377","167"
"57","241","510","381","146","182","402","167"
"58","230","491","384","125","161","378","177"
"58","219","484","362","116","171","414","181"
"54","239","523","338","132","163","385","179"
"51","239","511","328","123","142","342","164"
"53","204","517","287","112","136","319","175"
"57","209","579","278","124","129","315","174"
"59","217","580","239","118","129","264","159"
"58","194","511","225","111","130","244","158"
"57","182","601","196","118","144","215","170"
"53","188","673","251","132","146","282","170"
"50","214","652","258","120","154","284","164"
"45","201","651","273","136","150","290","157"
"45","201","646","289","135","167","305","152"
"47","212","573","282","146","194","301","118"
"47","214","523","242","143","201","233","135"
"48","180","549","245","143","199","261","130"
"54","186","573","250","130","194","277","138"
"58","209","617","270","165","179","270","137"
"55","203","603","297","162","136","300","142"
"56","192","568","291","164","157","336","121"
"53","199","502","291","167","160","322","128"
"50","196","621","380","173","161","370","149"
"50","175","604","365","131","166","381","173"
"53","197","591","373","114","173","371","162"
"50","190","651","367","109","152","366","155"
"51","203","670","389","111","148","366","145"
"48","194","538","319","99","166","333","116"
"45","188","516","300","99","172","339","72"
"43","177","507","269","102","169","331","63"
"46","183","423","296","108","172","285","52"
"42","154","400","313","109","178","269","60"
"42","172","428","330","124","180","256","62"
"42","192","464","333","127","187","230","127"
"49","183","475","402","130","199","238","138"
"52","195","525","405","139","187","243","145"
"56","214","564","373","147","205","296","144"
"62","201","521","338","141","194","278","177"
"60","186","509","341","138","177","279","145"
"61","184","519","287","163","176","351","140"
"58","177","472","322","166","196","382","157"
"56","178","524","329","157","175","358","194"
"51","183","549","355","155","185","391","169"
"55","269","561","357","167","204","404","174"
"47","270","536","326","162","238","337","172"
"46","260","516","261","145","229","307","152"
"50","256","470","322","156","232","347","132"
"49","252","444","398","163","216","320","128"
"49","184","546","408","154","229","320","116"
"49","176","542","419","131","187","328","126"
"52","183","601","468","137","195","344","146"
"54","174","573","450","142","198","347","123"
"56","194","613","376","141","213","334","127"
"53","165","487","382","146","191","317","131"
"55","180","545","403","163","187","302","130"
"55","181","518","366","165","173","274","108"
"53","177","565","346","146","161","210","126"
"49","154","515","327","132","157","222","126"
"48","149","500","299","126","143","210","122"
"51","147","533","283","103","137","213","117"
"48","163","516","298","103","139","214","124"
"46","164","505","314","103","150","204","105"
"49","178","498","336","136","141","189","108"
"47","188","531","452","166","151","214","149"
"42","195","476","449","171","152","210","153"
"48","173","490","429","161","186","215","154"
"47","191","510","422","163","187","245","152"
"48","178","540","417","141","189","235","174"
